f_monthly_income,f_income_variance,f_savings_balance,f_months_active,f_income_stability,f_savings_ratio,f_liquidity_buffer,f_total_credits,f_total_debits,f_total_transactions,f_avg_credit_amount,f_avg_debit_amount,f_recurring_ratio,f_net_cashflow,f_credit_debit_ratio,f_gpa,f_attendance_rate,f_platform_rating,f_avg_weekly_hours,f_business_years,f_avg_daily_revenue,f_land_size_acres,f_subsidy_amount,f_seasonality_index,f_is_student,f_is_gig,f_is_shopkeeper,f_is_rural,stability_adjusted_income,income_risk_index,missed_payment_proxy,net_cashflow_ratio,profile_income_signal,profile_rating_signal,transaction_density,defaulted,_profile
10348.685672467956,3580.499853293735,22773.818922086884,59.0,0.00027921263184761756,2.2006484342910553,2.2006484342910553,70019.03982656941,56296.29380562577,125.0,1120.3046372251106,900.7407008900124,0.15062922216866684,13722.74602094364,1.2437593151038355,0.0,0.0,0.0,0.0,2.0,3055.936417268639,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.88948376277351,10345.796188705182,0.0,0.1959859211856317,3055.936417268639,0.0,2.1186440677966103,1,shopkeeper
0.0,1785.5779794830928,5942.899478511498,34.0,0.000559729276574498,5942.899478511498,5942.899478511498,20438.50145845921,3349.20600124114,198.0,206.44950968140617,33.8303636489004,0.25815595242344047,17089.29545721807,6.102491590808437,2.219431449635585,0.7583980069285957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836132506678715,2.219431449635585,2.9778294565641805,5.823529411764706,0,student
11506.239196381086,4259.339278732722,28458.671336938816,5.0,0.00023472309001114564,2.4733251978534887,2.4733251978534887,39628.16186969864,61609.68006729245,24.0,3302.3468224748867,5134.140005607705,0.2736258880751972,-21981.51819759381,0.6432132389977556,0.0,0.0,0.0,0.0,18.0,11583.04081689192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7007800185819297,11503.538416362504,1831.7931831328178,-0.5546943678556487,11583.04081689192,0.0,4.8,0,shopkeeper
8333.343192036235,1204.8858013155866,7821.441401668261,54.0,0.0008292659212912441,0.9385718578280596,0.9385718578280596,3347.65985515823,67815.36604950504,354.0,18.91333251501825,383.13766129663867,0.4466488668163757,-64467.706194346814,0.04936432626072455,0.0,0.0,1.2758339984924145,39.58748277416748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.910557519580045,8326.432634516654,364.22432878162044,-19.25754377196117,1.2758339984924145,40.8633167726599,6.555555555555555,1,gig
2716.938085852119,2691.9674504331238,3047.9166948927996,57.0,0.0003713375740353508,1.1218204458777261,1.1218204458777261,1701.5352680494586,52079.85608244471,460.0,7.397979426301994,226.4341568801944,0.25010450555925284,-50378.32081439525,0.0326716584115719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089011976045754,2715.9291846545143,219.0361774538924,-29.60756780089903,0.0,0.0,8.070175438596491,0,salaried
10793.476376381408,920.6960857459123,24933.391671443045,18.0,0.0010849563272157304,2.3100427334054303,2.3100427334054303,56730.804454217694,8833.990393871227,395.0,287.2445795150263,44.729065285423935,0.20528274924265652,47896.81406034647,6.421877534933242,0.0,0.0,0.0,0.0,0.0,0.0,9.674555048403182,2469.919573201661,0.7859498892305075,0.0,0.0,0.0,1.0,11.710450487208522,10781.7659258942,0.0,0.8442822999099133,2469.919573201661,0.0,21.944444444444443,0,rural
6637.2845037233765,2476.50308192921,32768.6725023314,25.0,0.0004036321921429493,4.937060101001978,4.937060101001978,10345.196174782457,56612.624343679854,161.0,128.51175372400567,703.2624142072032,0.31615224772674305,-46267.4281688974,0.18273655911055425,0.0,0.0,0.0,0.0,16.0,14736.39178090213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6790216941142937,6634.605482029263,574.7506604831975,-4.472358705162044,14736.39178090213,0.0,6.44,0,shopkeeper
2987.2091637155027,762.332544891931,42707.36532031965,4.0,0.0013100450212581664,14.296744211644041,14.296744211644041,44276.85073175459,45500.48846233922,246.0,359.9743961931267,369.92267042552214,0.10102627992026711,-1223.6377305846327,0.9731071517705258,0.0,0.0,0.0,0.0,18.0,10821.518956689833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.913378492382265,2983.29578522312,9.94827423239542,-0.02763606061320574,10821.518956689833,0.0,61.5,0,shopkeeper
3103.2464053349177,807.8931218576097,39141.77769771518,48.0,0.0012362572668482043,12.61317104256528,12.61317104256528,55984.591094591575,24048.429067777626,479.0,233.75612148054938,100.41097731848696,0.41678608225847164,31936.16202681395,2.3279936887688457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83641091941586,3099.409994415502,0.0,0.5704455708688593,0.0,0.0,9.979166666666666,0,salaried
0.0,3061.1168852100786,42862.02563782741,47.0,0.0003265714659129984,42862.02563782741,42862.02563782741,3546.5323121415017,61940.12330789034,218.0,32.53699368937158,568.2580119989939,0.08164540167797836,-58393.59099574884,0.057257430607822526,3.6473360498369196,0.8956502609657545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,535.7210183096223,-16.46498208851481,3.6473360498369196,4.542986310802674,4.638297872340425,0,student
